architecture,seed,episode_id,phase,cell,count,mass,baseline_gap,candidate_gap,gap_delta
innovation,275000002,valid:lambda4:274000004:neural,post,WC,3,0.2,0.24461164474487304,0.0,-0.24461164474487304
innovation,275000002,valid:lambda4:274000004:neural,post,WW,3,0.2,0.05956258773803711,0.05956258773803711,0.0
innovation,275000002,valid:lambda4:274000004:period4_hold,initial,CC,1,0.02127659574468085,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:period4_hold,initial,WC,2,0.0425531914893617,0.004827215316447806,0.0,-0.004827215316447806
innovation,275000002,valid:lambda4:274000004:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:period4_hold,post,CC,25,0.5319148936170213,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000004:period4_hold,post,CW,3,0.06382978723404255,0.0,0.017434282505765876,0.017434282505765876
innovation,275000002,valid:lambda4:274000004:period4_hold,post,WC,6,0.1276595744680851,0.047883490298656704,0.0,-0.047883490298656704
innovation,275000002,valid:lambda4:274000004:period4_hold,post,WW,10,0.2127659574468085,0.08369384927952543,0.08816790073475939,0.004474051455233954
innovation,275000002,valid:lambda4:274000005:neural,initial,CC,2,0.024390243902439025,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:neural,initial,WC,1,0.012195121951219513,0.0018638750401938835,0.0,-0.0018638750401938835
innovation,275000002,valid:lambda4:274000005:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:neural,post,CC,69,0.8414634146341463,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:neural,post,CW,2,0.024390243902439025,0.0,0.009339495403010671,0.009339495403010671
innovation,275000002,valid:lambda4:274000005:neural,post,WC,3,0.036585365853658534,0.008989520189238757,0.0,-0.008989520189238757
innovation,275000002,valid:lambda4:274000005:neural,post,WW,5,0.06097560975609756,0.01030404393265887,0.01030404393265887,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,initial,CC,3,0.0018281535648994515,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,post,CC,246,0.14990859232175502,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:period4_hold,post,CW,10,0.006093845216331505,0.0,0.0016890753339805812,0.0016890753339805812
innovation,275000002,valid:lambda4:274000005:period4_hold,post,WC,636,0.3875685557586837,0.07264294906188482,0.0,-0.07264294906188482
innovation,275000002,valid:lambda4:274000005:period4_hold,post,WW,746,0.45460085313833026,0.06036509158479085,0.060778666022054895,0.0004135744372640443
innovation,275000002,valid:lambda4:274000005:analytic,initial,CC,2,0.02127659574468085,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:analytic,initial,WC,1,0.010638297872340425,0.0016259335457010473,0.0,-0.0016259335457010473
innovation,275000002,valid:lambda4:274000005:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:analytic,post,CC,67,0.7127659574468085,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000005:analytic,post,CW,1,0.010638297872340425,0.0,0.005674220146016872,0.005674220146016872
innovation,275000002,valid:lambda4:274000005:analytic,post,WC,6,0.06382978723404255,0.022117746637222616,0.0,-0.022117746637222616
innovation,275000002,valid:lambda4:274000005:analytic,post,WW,17,0.18085106382978725,0.08514171458305196,0.07819222896657091,-0.006949485616481052
innovation,275000002,valid:lambda4:274000006:period4_hold,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:period4_hold,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,initial,CC,1,0.2,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,initial,WW,2,0.4,0.12917213439941405,0.14963436126708984,0.020462226867675792
innovation,275000002,valid:lambda4:274000006:analytic,post,CC,2,0.4,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000002,valid:lambda4:274000006:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,initial,CC,1,0.1111111111111111,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,initial,CW,1,0.1111111111111111,0.0,0.008114920722113715,0.008114920722113715
innovation,275000003,valid:lambda3:273000001:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,initial,WW,1,0.1111111111111111,0.08384037017822266,0.08384037017822266,0.0
innovation,275000003,valid:lambda3:273000001:analytic,post,CC,5,0.5555555555555556,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:analytic,post,WW,1,0.1111111111111111,0.08306969536675347,0.08306969536675347,0.0
innovation,275000003,valid:lambda3:273000001:neural,initial,CC,1,0.1111111111111111,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,initial,CW,1,0.1111111111111111,0.0,0.008114920722113715,0.008114920722113715
innovation,275000003,valid:lambda3:273000001:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,initial,WW,1,0.1111111111111111,0.08384037017822266,0.08384037017822266,0.0
innovation,275000003,valid:lambda3:273000001:neural,post,CC,5,0.5555555555555556,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:neural,post,WW,1,0.1111111111111111,0.08306969536675347,0.08306969536675347,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,initial,CW,1,0.0006093845216331506,0.0,4.450596374102586e-05,4.450596374102586e-05
innovation,275000003,valid:lambda3:273000001:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,post,CC,1062,0.6471663619744058,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000001:period4_hold,post,CW,14,0.008531383302864107,0.0,0.002390306436165595,0.002390306436165595
innovation,275000003,valid:lambda3:273000001:period4_hold,post,WC,12,0.007312614259597806,0.004388384162326327,0.0,-0.004388384162326327
innovation,275000003,valid:lambda3:273000001:period4_hold,post,WW,550,0.3351614868982328,0.0185637148613613,0.0185637148613613,0.0
innovation,275000003,valid:lambda3:273000002:neural,initial,CC,1,0.2,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:neural,initial,CW,1,0.2,0.0,0.05509605407714844,0.05509605407714844
innovation,275000003,valid:lambda3:273000002:neural,initial,WC,1,0.2,0.04223575592041016,0.0,-0.04223575592041016
innovation,275000003,valid:lambda3:273000002:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:neural,post,CC,2,0.4,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,initial,CC,2,0.16666666666666666,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,initial,WC,1,0.08333333333333333,0.01759823163350423,0.0,-0.01759823163350423
innovation,275000003,valid:lambda3:273000002:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,post,CC,4,0.3333333333333333,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,post,CW,1,0.08333333333333333,0.0,0.05503149827321371,0.05503149827321371
innovation,275000003,valid:lambda3:273000002:period4_hold,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:period4_hold,post,WW,4,0.3333333333333333,0.12195909023284912,0.12195909023284912,0.0
innovation,275000003,valid:lambda3:273000002:analytic,initial,CC,1,0.2,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:analytic,initial,CW,1,0.2,0.0,0.05509605407714844,0.05509605407714844
innovation,275000003,valid:lambda3:273000002:analytic,initial,WC,1,0.2,0.04223575592041016,0.0,-0.04223575592041016
innovation,275000003,valid:lambda3:273000002:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:analytic,post,CC,2,0.4,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000002:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,initial,WC,1,0.0006093845216331506,4.1776862833138137e-05,0.0,-4.1776862833138137e-05
innovation,275000003,valid:lambda3:273000003:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,post,CC,657,0.40036563071297987,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:period4_hold,post,CW,4,0.002437538086532602,0.0,0.0007313589436625795,0.0007313589436625795
innovation,275000003,valid:lambda3:273000003:period4_hold,post,WC,395,0.24070688604509446,0.012408877784780146,0.0,-0.012408877784780146
innovation,275000003,valid:lambda3:273000003:period4_hold,post,WW,582,0.3546617915904936,0.00820241883932854,0.00820241883932854,0.0
innovation,275000003,valid:lambda3:273000003:analytic,initial,CC,3,1.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,initial,CC,3,1.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000003:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,initial,CC,1,0.00980392156862745,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,initial,WC,2,0.0196078431372549,0.004473218730851716,0.0,-0.004473218730851716
innovation,275000003,valid:lambda3:273000004:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,post,CC,66,0.6470588235294118,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:analytic,post,CW,6,0.058823529411764705,0.0,0.018283470004212623,0.018283470004212623
innovation,275000003,valid:lambda3:273000004:analytic,post,WC,9,0.08823529411764706,0.04537067226335114,0.0,-0.04537067226335114
innovation,275000003,valid:lambda3:273000004:analytic,post,WW,18,0.17647058823529413,0.04606488171745749,0.05710041756723441,0.011035535849776922
innovation,275000003,valid:lambda3:273000004:neural,initial,CC,1,0.009523809523809525,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:neural,initial,WC,2,0.01904761904761905,0.00434541248139881,0.0,-0.00434541248139881
innovation,275000003,valid:lambda3:273000004:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:neural,post,CC,78,0.7428571428571429,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:neural,post,CW,3,0.02857142857142857,0.0,0.006116558256603423,0.006116558256603423
innovation,275000003,valid:lambda3:273000004:neural,post,WC,8,0.0761904761904762,0.03154191516694568,0.0,-0.03154191516694568
innovation,275000003,valid:lambda3:273000004:neural,post,WW,13,0.12380952380952381,0.02080372855776832,0.02080372855776832,0.0
innovation,275000003,valid:lambda3:273000004:period4_hold,initial,CC,2,0.03278688524590164,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:period4_hold,initial,WW,1,0.01639344262295082,0.001219452404585041,0.001219421136574667,-3.1268010374039396e-08
innovation,275000003,valid:lambda3:273000004:period4_hold,post,CC,33,0.5409836065573771,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000004:period4_hold,post,CW,5,0.08196721311475409,0.0,0.0434494643914895,0.0434494643914895
innovation,275000003,valid:lambda3:273000004:period4_hold,post,WC,5,0.08196721311475409,0.022036145945064357,0.0,-0.022036145945064357
innovation,275000003,valid:lambda3:273000004:period4_hold,post,WW,15,0.2459016393442623,0.07279983895723938,0.10646713757124103,0.03366729861400165
innovation,275000003,valid:lambda3:273000005:neural,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,initial,CC,3,0.0018281535648994515,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,post,CC,763,0.46496039000609385,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:period4_hold,post,CW,105,0.06398537477148081,0.0,0.0030837342333750054,0.0030837342333750054
innovation,275000003,valid:lambda3:273000005:period4_hold,post,WC,74,0.04509445460085314,0.0011152378456538803,0.0,-0.0011152378456538803
innovation,275000003,valid:lambda3:273000005:period4_hold,post,WW,696,0.42413162705667273,0.017442641208841626,0.017442641208841626,0.0
innovation,275000003,valid:lambda3:273000005:analytic,initial,CC,1,1.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000005:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,initial,CC,3,0.0018281535648994515,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,post,CC,682,0.41560024375380866,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:period4_hold,post,CW,61,0.03717245581962218,0.0,0.005514552577249456,0.005514552577249456
innovation,275000003,valid:lambda3:273000006:period4_hold,post,WC,519,0.3162705667276051,0.05560002401062514,0.0,-0.05560002401062514
innovation,275000003,valid:lambda3:273000006:period4_hold,post,WW,376,0.2291285801340646,0.034930546497296155,0.03564906570694928,0.000718519209653122
innovation,275000003,valid:lambda3:273000006:analytic,initial,CC,3,0.21428571428571427,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:analytic,post,CC,5,0.35714285714285715,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:analytic,post,CW,1,0.07142857142857142,0.0,0.0025645664760044645,0.0025645664760044645
innovation,275000003,valid:lambda3:273000006:analytic,post,WC,2,0.14285714285714285,0.15944957733154297,0.0,-0.15944957733154297
innovation,275000003,valid:lambda3:273000006:analytic,post,WW,3,0.21428571428571427,0.1797832761492048,0.11085660117013114,-0.06892667497907366
innovation,275000003,valid:lambda3:273000006:neural,initial,CC,3,0.16666666666666666,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,post,CC,6,0.3333333333333333,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,post,CW,2,0.1111111111111111,0.0,0.009517616695827909,0.009517616695827909
innovation,275000003,valid:lambda3:273000006:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda3:273000006:neural,post,WW,7,0.3888888888888889,0.20556582344902885,0.20556582344902885,0.0
innovation,275000003,valid:lambda4:274000001:analytic,initial,CC,2,0.08,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:analytic,initial,CW,1,0.04,0.0,0.001957244873046875,0.001957244873046875
innovation,275000003,valid:lambda4:274000001:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:analytic,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:analytic,post,CC,13,0.52,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:analytic,post,WC,1,0.04,0.008161773681640625,0.0,-0.008161773681640625
innovation,275000003,valid:lambda4:274000001:analytic,post,WW,8,0.32,0.14005132675170898,0.10501157760620117,-0.03503974914550781
innovation,275000003,valid:lambda4:274000001:neural,initial,CC,3,0.16666666666666666,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:neural,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:neural,post,CC,3,0.16666666666666666,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:neural,post,CW,1,0.05555555555555555,0.0,0.008789486355251737,0.008789486355251737
innovation,275000003,valid:lambda4:274000001:neural,post,WC,2,0.1111111111111111,0.028745121426052518,0.0,-0.028745121426052518
innovation,275000003,valid:lambda4:274000001:neural,post,WW,9,0.5,0.20195404688517252,0.13278044594658744,-0.06917360093858507
innovation,275000003,valid:lambda4:274000001:period4_hold,initial,CC,3,0.0018281535648994515,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:period4_hold,initial,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:period4_hold,post,CC,572,0.3485679463741621,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000001:period4_hold,post,CW,49,0.029859841560024376,0.0,0.03445100275791686,0.03445100275791686
innovation,275000003,valid:lambda4:274000001:period4_hold,post,WC,85,0.0517976843388178,0.004622606007810194,0.0,-0.004622606007810194
innovation,275000003,valid:lambda4:274000001:period4_hold,post,WW,932,0.5679463741620963,0.018391318614710984,0.018535104341291932,0.00014378572658094863
innovation,275000003,valid:lambda4:274000002:neural,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,initial,WW,1,1.0,0.059101104736328125,0.059101104736328125,0.0
innovation,275000003,valid:lambda4:274000002:neural,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:neural,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,initial,CC,2,0.001218769043266301,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,initial,WW,1,0.0006093845216331506,3.6015298437738043e-05,3.6015298437738043e-05,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,post,CC,641,0.39061547836684946,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:period4_hold,post,CW,9,0.005484460694698354,0.0,0.0004266812117051817,0.0004266812117051817
innovation,275000003,valid:lambda4:274000002:period4_hold,post,WC,155,0.09445460085313832,0.004584758765518775,0.0,-0.004584758765518775
innovation,275000003,valid:lambda4:274000002:period4_hold,post,WW,833,0.5076173065204144,0.01463061901652762,0.01463061901652762,0.0
innovation,275000003,valid:lambda4:274000002:analytic,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,initial,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,initial,WW,1,1.0,0.059101104736328125,0.059101104736328125,0.0
innovation,275000003,valid:lambda4:274000002:analytic,post,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,post,CW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,post,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000002:analytic,post,WW,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,initial,CC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,initial,CW,1,0.0006093845216331506,0.0,5.811543670970445e-10,5.811543670970445e-10
innovation,275000003,valid:lambda4:274000003:period4_hold,initial,WC,0,0.0,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,initial,WW,2,0.001218769043266301,1.4312088598498915e-05,1.4312088598498915e-05,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,post,CC,644,0.3924436319317489,0.0,0.0,0.0
innovation,275000003,valid:lambda4:274000003:period4_hold,post,CW,599,0.36502132845825713,0.0,0.08306194615756354,0.08306194615756354
innovation,275000003,valid:lambda4:274000003:period4_hold,post,WC,65,0.039609993906154786,0.005837095575605784,0.0,-0.005837095575605784
innovation,275000003,valid:lambda4:274000003:period4_hold,post,WW,330,0.20109689213893966,0.027285132445917123,0.05352065768058819,0.026235525234671066
innovation,275000003,valid:lambda4:274000003:analytic,initial,CC,0,0.0,0.0,0.0,0.0
